acc_name,create_at,full_text,retweet_count,fav_count,follower_count
AcNewsMagOnline,2020-05-15 12:08:06,"ธปท. เปิดตัวเว็บไซต์ BOT COVID-19 เพื่ออำนวยความสะดวกแก่ประชาชนและผู้ประกอบการ

อ่านต่อ : 
#ธปท #เว็บไซต์ #BOTCOVID19 ",0,0,165
khaopathumthani,2020-05-15 12:05:11,"อาชีวะจับมือ บ.ถัง อินเตอร์เนชั่นแนลฯ ร่วมจัดการเรียนการสอน แบบออนไลน์ภาษาจีน รับมือวิกฤต COVID
",0,0,2122
varietyetc,2020-05-15 12:03:20,ฟิลิป เวน เตรียมมาตรการเปิดคลับ ฝ่าวิกฤต COVID -19 (โควิด-19) พร้อมปรับรูปแบบการให้บริการ สอดรับ “New Normal” ,0,0,179
VinittornTwit,2020-05-15 12:02:21,CEO ของ Volvo ยืนยัน รถยนต์ไฟฟ้า จะเป็นที่นิยมมากขึ้นเมื่อสิ้นสุดวิกฤตโรค COVID-19 ,0,0,209
premfluke2day,2020-05-15 12:01:08,ถ้าให้เล่าเต็มๆก็คือเรากะจะใช้วันเกิด เป็นวันที่เราเปิดแอคคือปี 2020 แต่ลืมนึกไปว่าทวิตเตอร์​มีกฎห้ามคนอายุต่ำกว่า 13 ใช้งาน ซึ่งถ้าแก้แล้วอายุยังไม่ถึง1 ขวบด้วยซ้ำ + ติดช่วง covid-19​ การดำเนินงานของทวิตช้ากว่าปกติ จนวันนี้ที่ครบ1เดือน แอคก็เลยปลิวถาวรแบบทำอะไรไม่ได้อีก...,2,1,105
TEAA_thElephant,2020-05-15 12:00:37,"สรุปยอดเงินรวมบริจาคประจำวันที่ 15พฤษภาคม 2563 
- เงินบริจาคคงเหลือในบัญชี
- ยอดเงินรวมที่รับบริจาคมาทั้งหมด (เริ่มเมื่อวันที่ 26มีนาคม 2563)

ขอบคุณผู้บริจาคทุกท่านที่สนับสนุน ""โครงการร่วมด้วยช่วยช้างฝ่าวิกฤตCOVID-19""

#เราจะช่วยช้างไปด้วยกัน
#ช่วยช้างถึงช้าง 
#FromHandsToTrunks ",0,0,84
themangozero,2020-05-15 12:00:37,":: [Covid-19 Phenomena] 12 New Normalในมุมเศรษฐกิจ หลังผ่านพ้นวิกฤตโควิดระบาด ::
.
อ่านต่อ : #COVID19 #โควิด19 ",3,3,18190
EnergyNewsCent1,2020-05-15 12:00:22,สนพ.ปรับตัวเลขพยากรณ์การใช้พลังงานขั้นสุดท้าย ปี63 ลดลง6% จากผลพวงของโควิด-19 ,1,2,780
washikirei,2020-05-15 11:56:42,"วันนี้โตเกียวเจอผู้ป่วย COVID-19 แค่ 9 คน เป็นเลขหลักเดียวครั้งแรกนับตั้งแต่ 22 มีนาคม ทำให้มียอดผู้ป่วยสะสม 5,036 คน

",40,8,5339
brandinsideasia,2020-05-15 11:50:42,CEO ของ Volvo ยืนยัน รถยนต์ไฟฟ้า จะเป็นที่นิยมมากขึ้นเมื่อสิ้นสุดวิกฤตโรค COVID-19 ,1,2,23092
WeLoveTanon,2020-05-15 11:48:32,"《News》

 “นนท์ ธนนท์” ผันตัวทำรีวิวอาหาร หวังช่วยเพื่อน-แฟนเพลง ที่ธุรกิจประสบปัญหาช่วง COVID-19 ""


#EFMStation
#NONTTANONT 
#NONTUBER 
#nontfam",60,48,11883
lunaxinova,2020-05-15 11:47:24,"@pizad_sunak ขอบคุณค่าาาา ไม่มั่นใจค่ะว่า EIA มั้ย 
เลื่อนนัดหมอทำ Pulmonary function tests ไปค่ะ (ช่วง COVID) 

ถ้าวิ่ง 10k ส่วนใหญ่จะพ่นกันไว้ก่อนค่ะ 

แต่วันนี้ออกกำลังกายความหนักน้อยกว่าวิ่ง ก็เหนื่อยเหมือนกัน วันหลังคงต้องพ่นยาก่อนออกกำลังกาย",0,1,312
bannkblues,2020-05-15 11:44:54,Happy birth day จูนจูนของฉัน แก่ขึ้นอีกปีแล้ว ที่อยากจะบอกก็คือดูแลสภาพร่างกานดีๆ หาย Covid-19 เมื่อไหร่เราจะได้ไปญี่ปุ่น !!! และสิ่งที่ต้องบอกทุกปีคือ ฉันรักเจ้ามากกว่าสิ่งอื่นใด ️ ,0,0,93
Nattathorn1991,2020-05-15 11:44:44,@noonenee คนที่ไม่กลัว Covid-19 ครับ แต่ส่วนใหญ่คือ คนไม่มีเงินเพียงพอ สงสารคนเหล่านี้นะ.,0,0,91
ThInvestForum,2020-05-15 11:43:15,"COVID-19 แม้ไม่ใช่สิ่งดี ทำคนป่วย คนตาย ทำเศรษฐกิจฟุบ ทำคนตกงาน แต่ก็ต้องยอมรับว่า COVID-19 ช่วยเผยให้เห็นมุมมืดและความประมาทหลายประการ ที่ซ่อนอยู่ในสังคมและวงการธุรกิจ ได้อย่างชัดเจน

สุดท้ายแล้ว #COVID-19 ก็จะจบไป ก็หวังว่ามุมมืดและความประมาทต่าง ๆ นั้นจะจบไปด้วย",2,3,24677
Prasong_lert,2020-05-15 11:42:19,ลุยคัดกรองโควิด-19‘คนไร้บ้าน’ เขตบางกอกน้อย เพิ่มตรวจหาภูมิคุ้มกัน ,0,0,25781
ZMES13,2020-05-15 11:32:35,#POPLIVExคั่นกู จังหวัดไหนในประเทศที่จะไปเที่ยว. หลังจากหมด Covid-19 ครับ ,0,0,40
bualuangsec,2020-05-15 11:30:09,สรุปเนื้อหางานสัมมนาสดออนไลน์ “Vietnam Investing After COVID-19” เมื่อวันที่ 13 พ.ค. 63 ผ่าน Facebook Live วันนี้เราขอสรุปเนื้อหาจากงานสัมมนาออนไลน์พิเศษครั้งนี้มาฝากกัน!! ,0,2,22030
KINTApp,2020-05-15 11:28:08,"#KINT#
ใครหลายคนตอนนี้ก็ได้กลับมาทำงานปกติหลังจาก
Work for home มาหลายเดือน เพื่อป้องกันติดเชื้อCovid-19
วันนี้แอดมินมีวิธีเตรียมความพร้อมก่อนการทำงาน
มาดูกันว่ามีอะไรบ้าง?
FB: Kint App
IG : kintapplication
Mobile : 063-191-8474
#FriendForever ",0,0,2
Pear32351882,2020-05-15 11:27:28,"#ไซด์ไลน์นครสวรรค์ 
#รับงานนครสวรรค์
#หาคู่นอนนครสวรรค์
สนใจแอดไล 🆔amy678910

รับงานตัวเมืองนครสวรรค์
หญิงแท้100%ตรงปกบริการดี
1500/1ชม./1น้ำ(ไม่รวมห้อง)​
จ่ายเงินหน้างาน(เงินสด,โอน)
บริการรับส่งถึงที่พัก
️04.00-22.00น.save covid-19มีน้องมาใหม่ค่ะ ",0,3,35
